ticker,company_name,sector,industry,fin_currency,country,market_cap,acquirer_multiple,earning_yield_p,pe_ttm,ev,ev_calc,gross_margin_p,net_margin_p,roe_p,roa_p,roc_p,pb,operating_income,ebit,net_income,total_assets,cash,total_liabilities,shareholders_equity,preferred_stock_equity,minority_interest,total_capitalization,total_debt,working_capital
TWLVW,Twelve Seas Investment Company II Warrant,Financial Services,Shell Companies,USD,United States,0,,,,,458082.0,0.0,0.0,,-0.00453,,17.5,-1383891.0,-1383891.0,3549844.0,34193486.0,278839.0,3382431.0,30811055.0,0.0,0.0,30811055.0,736921.0,-2439972.0
TWN,"Taiwan Fund, Inc. (The)",Financial Services,Asset Management,USD,United States,251045104,3.020553340716782,0.3310651682657253,3.4737926,219429248,219429209.0,1.0,13.388261,0.28,0.00736,0.12309093651383407,0.8507425,72645368.0,,72645368.0,298812886.0,31615895.0,3724677.0,295088209.0,0.0,0.0,,0.0,295088209.0
TWNK,"Hostess Brands, Inc.",Consumer Defensive,Packaged Foods,USD,United States,4426468864,22.54525947392646,0.04081975716034014,35.42553,5290116096,5290109864.0,0.35275,0.09099,0.06884,0.04133,-0.3884550555228756,2.3568547,234644000.0,215941000.0,126479000.0,3554603000.0,127762000.0,1677253000.0,1877350000.0,0.0,0.0,2855887000.0,991403000.0,176614000.0
TWO,Two Harbors Investment Corp,Real Estate,REIT—Mortgage,USD,United States,1328354944,10.098951290175433,0.09902018251863738,690.50006,12110085120,3276624944.0,0.68452,0.16424,0.02656,0.00396,0.31767192803984556,0.8863359,324452000.0,,56606000.0,13916729000.0,644184000.0,11799501000.0,2117228000.0,618579000.0,0.0,2680432000.0,1973875000.0,2117228000.0
TWOA,two,Financial Services,Shell Companies,USD,United States,110016824,,,75.85714,111193264,111193389.0,0.0,0.0,,-0.011080001,,,-2382817.0,-2382817.0,2927809.0,52748992.0,41849.0,2456216.0,50292776.0,0.0,0.0,50292776.0,1218414.0,-2274571.0
TWOU,"2U, Inc.",Consumer Defensive,Education & Training Services,USD,United States,87814048,,,,1031249984,1026284048.0,0.71045,-0.30982,-0.76494,-0.01135,,0.34054744,-37108000.0,-213436000.0,-287002000.0,1537935000.0,41141000.0,1281456000.0,256479000.0,0.0,0.0,1134603000.0,979611000.0,-80663000.0
TWST,Twist Bioscience Corporation,Healthcare,Diagnostics & Research,USD,United States,1959755648,,,,1717411072,1717411648.0,0.36608002,-0.8348,-0.28966,-0.15132,,3.1370015,-206902000.0,-203460000.0,-204618000.0,776403000.0,336413000.0,152971000.0,623432000.0,0.0,0.0,623432000.0,94069000.0,350933000.0
TX,Ternium S.A. Ternium S.A.,Basic Materials,Steel,USD,Luxembourg,7987772416,6.357888496899142,0.07395673563871537,27.126665,82437922816,10548099416.0,0.29594,0.018609999,0.03209,0.10384,0.03854045615796655,0.6422742,1659057000.0,780103000.0,301796000.0,24285039000.0,4284484000.0,7418704000.0,12436657000.0,0.0,4429678000.0,13630221000.0,2415133000.0,8833470000.0
TXG,"10x Genomics, Inc.",Healthcare,Health Information Services,USD,United States,6104312832,,,,5845858304,5845878832.0,0.69873,-0.37794998,-0.2937,-0.12151,,8.190326,-233237000.0,-218426000.0,-223362000.0,948540000.0,356907000.0,203324000.0,745216000.0,0.0,0.0,745216000.0,98473000.0,457631000.0
TXMD,"TherapeuticsMD, Inc.",Healthcare,Drug Manufacturers—Specialty & Generic,USD,United States,24111456,0.3183856945722171,,0.47010309,22149548,22149456.0,1.0,0.98473,,0.34573,,0.8594044,69568000.0,-40853000.0,68307000.0,50493000.0,10166000.0,22441000.0,28052000.0,0.0,0.0,28052000.0,8204000.0,2929000.0
TXN,Texas Instruments Incorporated,Technology,Semiconductors,USD,United States,149944483840,18.975128875592123,0.0548685007845628,21.358345,152218501120,152218483840.0,0.6446,0.39206,0.45610002,0.16787,0.33984375,9.013977,8022000000.0,8352000000.0,7101000000.0,31638000000.0,8948000000.0,15007000000.0,16631000000.0,0.0,0.0,27553000000.0,11222000000.0,12445000000.0
TXO,"TXO Partners, L.P.",Energy,Oil & Gas E&P,USD,United States,579637504,12.646432200705341,0.12255561234770104,8.607306,598846528,598846504.0,0.56498003,0.20375,0.1095,0.03282,0.10886145795324084,0.84906083,47353000.0,73392000.0,67461000.0,901435000.0,5891000.0,218747000.0,682688000.0,0.0,0.0,707788000.0,25100000.0,-8510000.0
TXRH,"Texas Roadhouse, Inc.",Consumer Cyclical,Restaurants,USD,United States,7900441088,25.2054736718362,0.039673922141656416,27.195404,8603678720,8576490088.0,0.16278,0.06529,0.28452,0.0866,0.6185059357941749,7.156685,340263000.0,340263000.0,292315000.0,2546337000.0,69324000.0,1427171000.0,1103956000.0,0.0,15210000.0,1103956000.0,730163000.0,-379940000.0
TXT,Textron Inc.,Industrials,Aerospace & Defense,USD,United States,15405991936,17.8815982410148,0.06993382383225084,16.976242,17638029312,16915991936.0,0.16206,0.07068,0.13725,0.04546,0.14817134268537074,2.1820605,946000000.0,1183000000.0,949000000.0,16492000000.0,1671000000.0,9425000000.0,7067000000.0,0.0,0.0,9891000000.0,3181000000.0,3198000000.0
TY,Tri Continental Corporation,Financial Services,Asset Management,USD,United States,1514665088,,-0.18823917861018816,9.177994,,1552302088.0,1.0,2.49993,0.09939,0.02184,-0.08593841217302664,0.9111061,-292204070.0,,-292204070.0,1707237883.0,0.0,7159521.0,1700078362.0,37637000.0,0.0,,0.0,1700078362.0
TYG,Tortoise Energy Infrastructure ,Financial Services,Asset Management,USD,United States,333825984,3.997731170088334,0.2501418823462069,,,412812105.0,1.0,-2.26688,-0.07734,0.00865,0.1357552943463322,0.87775224,103261597.0,,103261597.0,504065997.0,0.0,123743456.0,380322541.0,0.0,0.0,459308662.0,78986121.0,380322541.0
TYGO,"Tigo Energy, Inc.",Technology,Solar,USD,United States,103375360,13.312598976568813,0.20520060012526886,11.0,98859336,98859360.0,0.34986,0.08802,0.2768,0.06519,0.1374455428102959,1.3632842,7426000.0,20286000.0,14693000.0,143141000.0,36680000.0,67314000.0,75827000.0,0.0,0.0,105161000.0,32164000.0,87105000.0
TYL,"Tyler Technologies, Inc.",Technology,Software—Application,USD,United States,16884221952,82.88372554137116,0.01227547803383925,108.62331,17529903104,17529907952.0,0.43759,0.08221,0.05855,0.028800001,-0.29502420512454913,5.9158134,211500000.0,215188000.0,158093000.0,4637429000.0,143109000.0,1784578000.0,2852851000.0,0.0,0.0,3558021000.0,788795000.0,-67043000.0
TYRA,"Tyra Biosciences, Inc.",Healthcare,Biotechnology,USD,United States,499911488,,,,290350400,290371488.0,0.0,0.0,-0.24167,-0.16849001,,2.2430446,-69329000.0,-69329000.0,-59199000.0,238358000.0,215652000.0,16188000.0,222170000.0,0.0,0.0,222170000.0,6112000.0,214483000.0
TZOO,Travelzoo,Communication Services,Advertising Agencies,USD,United States,136644208,9.207890440825782,0.10860250851446035,12.701299,135143968,135144208.0,0.86673,0.13545999,1.8755001,0.1478,-0.7547179513549648,68.3916,14677000.0,14677000.0,11099000.0,55808000.0,15901000.0,49092000.0,2024000.0,0.0,4692000.0,2024000.0,9709000.0,-8048000.0
U,Unity Software Inc.,Technology,Software—Application,USD,United States,14357117952,,,,15933325312,15783435952.0,0.70138,-0.42314997,-0.30349,-0.080290005,,4.4244056,-847594000.0,-801804000.0,-858590000.0,7425683000.0,1507164000.0,3960313000.0,3242484000.0,0.0,222886000.0,5953080000.0,2710596000.0,1282315000.0
UA,"Under Armour, Inc.",Consumer Cyclical,Apparel Manufacturing,USD,United States,3390489344,14.181588243028655,0.07051396380032238,8.411112,4132688640,4206358344.0,0.45444,0.069970004,0.2101,0.039219998,0.09281074751879483,1.5860047,296607000.0,296607000.0,410325000.0,4746553000.0,655866000.0,2656811000.0,2089742000.0,0.0,0.0,2684397000.0,1471735000.0,1588656000.0
UAA,"Under Armour, Inc.",Consumer Cyclical,Apparel Manufacturing,USD,United States,3390490368,14.181591695408402,0.07051394663433806,8.777778,4277278976,4206359368.0,0.45444,0.069970004,0.2101,0.039219998,0.09281074751879483,1.6551436,296607000.0,296607000.0,410325000.0,4746553000.0,655866000.0,2656811000.0,2089742000.0,0.0,0.0,2684397000.0,1471735000.0,1588656000.0
UAL,"United Airlines Holdings, Inc.",Industrials,Airlines,USD,United States,13697906688,5.741813124183007,0.1751096041177316,4.833333,33317892096,31625906688.0,0.33935001,0.0545,0.41612,0.0495,-4.419792498004789,1.5472397,5508000000.0,5538000000.0,2862000000.0,73153000000.0,17086000000.0,64300000000.0,8853000000.0,0.0,0.0,34785000000.0,35014000000.0,-2844000000.0
UAMY,United States Antimony Corporat,Basic Materials,Other Industrial Metals & Mining,USD,United States,26610338,,,,13736804,13736725.0,-0.18815,-0.42016998,-0.11322,-0.07902,,0.91555554,-4197698.0,-4087174.0,-3549589.0,30926730.0,13124848.0,1845452.0,29081278.0,9279.0,0.0,29261170.0,241956.0,15349110.0
UAN,"CVR Partners, LP",Basic Materials,Agricultural Inputs,USD,United States,735115712,2.2465158835599763,0.4444277851927686,2.8527484,1201647232,645940712.0,0.53131,0.34280998,0.80015,0.17589001,,2.376803,287530000.0,287074000.0,257824000.0,1019076000.0,89175000.0,709788000.0,,0.0,0.0,309288000.0,0.0,
UAVS,"AgEagle Aerial Systems, Inc.",Technology,Computer Hardware,USD,United States,12427353,,,,19178546,19334713.0,0.42138,0.0,-1.0619999,-0.15925999,,0.36654928,-18014887.0,-57091545.0,-64630577.0,46050487.0,1600143.0,12613331.0,33437156.0,6.0,0.0,35416340.0,8507497.0,2818220.0
UBCP,"United Bancorp, Inc.",Financial Services,Banks—Regional,USD,United States,71942152,0.11011094798657718,9.081749074777766,8.119355,128405088,1050018.0,0.0,0.29309,0.16770001,0.01126,0.10014846463770946,1.3679348,9536000.0,,8866458.0,814280733.0,70892134.0,761691421.0,42629322.0,0.0,0.0,,0.0,52589312.0
UBER,"Uber Technologies, Inc.",Technology,Software—Application,USD,United States,118491578368,397.0587923037975,0.0127201135179197,110.730774,125623476224,125470578368.0,0.32412997,0.029289998,0.117860004,0.0058899997,1.6269113149847094,12.340335,316000000.0,1596000000.0,1053000000.0,35949000000.0,5173000000.0,25430000000.0,9358000000.0,0.0,1161000000.0,18610000000.0,10991000000.0,1274000000.0
UBFO,United Security Bancshares,Financial Services,Banks—Regional,USD,United States,129548912,11.279609773788476,0.08865554926587949,6.573913,248816880,248816912.0,0.0,0.37025002,0.17772,0.014939999,0.09779312668463612,1.1261731,22059000.0,,19737000.0,1273092000.0,35297000.0,1158064000.0,115028000.0,0.0,0.0,125994000.0,154565000.0,115028000.0
UBS,UBS Group AG Registered,Financial Services,Banks—Diversified,USD,Switzerland,97007525888,20.238288826322364,0.04941129206039287,3.1627908,176633298944,194368525888.0,0.0,0.83676004,0.4369,0.02243,0.058995528035775714,1.1400267,9604000000.0,,30772000000.0,1644522000000.0,265731000000.0,1559124000000.0,84856000000.0,0.0,542000000.0,403820000000.0,362550000000.0,85398000000.0
UBSI,"United Bankshares, Inc.",Financial Services,Banks—Regional,USD,United States,5008712704,11.423782829776158,0.08753667807772869,12.979021,5466323968,5486271704.0,0.0,0.3739,0.08509,0.01327,0.06499358319469614,1.074727,480250000.0,,386688000.0,29224794000.0,1184054000.0,24575916000.0,4648878000.0,0.0,0.0,6037648000.0,1661613000.0,4648878000.0
UBX,"Unity Biotechnology, Inc.",Healthcare,Biotechnology,USD,United States,31555800,,,,9340861,10047800.0,0.0,0.0,-0.91541,-0.27267998,,0.75898266,-45860000.0,-49086000.0,-52527000.0,69270000.0,45939000.0,33064000.0,36206000.0,0.0,0.0,36206000.0,24431000.0,40905000.0
UCAR,U Power Limited,Consumer Cyclical,Auto & Truck Dealerships,CNY,China,9037500,,,,-18912500,5480998.584279999,0.44856998,0.0,-0.19024,-0.112749994,,0.029182645,-7886527.16758,-7977521.78316,-6438464.93382,54574616.57564,15118566.0986,12443688.93984,36471174.71266,0.0,5659752.92314,37873248.91266,5902311.75974,99958000.0
UCBI,"United Community Banks, Inc.",Financial Services,Banks—Regional,USD,United States,3430193408,8.772718715063398,0.11398974850098943,13.224771,3174759168,3123105408.0,0.0,0.29577,0.08762,0.01008,0.06625134502501719,1.1088035,356002000.0,,254904000.0,26869207000.0,759505000.0,23685383000.0,3183824000.0,90283000.0,0.0,3508610000.0,362134000.0,3183824000.0
UCBIO,"United Community Banks, Inc. - ",Financial Services,Banks—Regional,USD,United States,0,-0.8626018954949691,-1.1592833324649612,9.097714,2491814656,-307088000.0,0.0,0.29577,0.08762,0.01008,0.06625134502501719,0.8880428,356002000.0,,254904000.0,26869207000.0,759505000.0,23685383000.0,3183824000.0,90283000.0,0.0,3508610000.0,362134000.0,3183824000.0
UCL,uCloudlink Group Inc.,Communication Services,Telecom Services,USD,Hong Kong,69890688,15.425792967466316,0.07451957244427265,18.9,680761472,46940688.0,0.48810002,0.043,0.25111,0.2155,0.1411907164480323,3.921162,3043000.0,3498000.0,3589000.0,56243000.0,27202000.0,38296000.0,17947000.0,0.0,0.0,17947000.0,4252000.0,7505000.0
UCTT,"Ultra Clean Holdings, Inc.",Technology,Semiconductor Equipment & Materials,USD,United States,1405445632,23.48651855033557,0.045778082559602584,,1749744896,1749745632.0,0.16954,0.00032000002,0.00868,0.024500001,0.07624940504521656,1.6760225,74500000.0,80100000.0,500000.0,1845500000.0,342000000.0,950400000.0,838000000.0,0.0,57100000.0,1302100000.0,629200000.0,632200000.0
UDMY,"Udemy, Inc.",Consumer Defensive,Education & Training Services,USD,United States,2008609792,,,,1537806592,1537800792.0,0.56878,-0.19752,-0.39638,-0.11936,,5.783664,-140068000.0,-134404000.0,-139199000.0,736494000.0,479440000.0,390655000.0,345839000.0,0.0,0.0,345839000.0,8631000.0,235262000.0
UDR,"UDR, Inc.",Real Estate,REIT—Residential,USD,United States,13436689408,69.96317955213503,0.032821834208292905,27.405796,19315904512,20326682408.0,0.66822,0.27806,0.09789,0.017549999,0.16802727084980884,3.0292351,290534000.0,667159000.0,455897000.0,11420062000.0,1624000.0,6361659000.0,4150924000.0,44615000.0,907479000.0,9903746000.0,5939523000.0,-180384000.0
UE,Urban Edge Properties,Real Estate,REIT—Retail,USD,United States,2201788160,33.18835583634789,0.032125765029353374,52.823524,3816313600,3908327160.0,0.64572,0.10185,0.04147,0.025729999,0.12479301879478795,2.2227721,117762000.0,125558000.0,40937000.0,2881844000.0,50793000.0,1874547000.0,950520000.0,0.0,56777000.0,2593853000.0,1700555000.0,110433000.0
UEC,Uranium Energy Corp.,Energy,Uranium,USD,United States,2519001856,,0.0010827289774846553,641.0,2470561024,2468761856.0,0.14528,0.03517,0.00597,-0.00398,0.0035367762542456533,3.6607652,-6047000.0,2673000.0,3770000.0,798129000.0,50240000.0,115924000.0,682205000.0,0.0,0.0,682205000.0,0.0,73568000.0
UEIC,Universal Electronics Inc.,Technology,Consumer Electronics,USD,United States,113589920,,,,144834288,140063920.0,0.25228,-0.22001,-0.43653,-0.02974,,0.6254012,-31809000.0,-31809000.0,-98041000.0,378340000.0,60079000.0,196813000.0,181527000.0,0.0,0.0,181527000.0,86553000.0,99873000.0
UFAB,"Unique Fabricating, Inc.",Consumer Cyclical,Auto Parts,USD,United States,1966467,,,,59810476,49649467.0,0.13958,-0.17316,-1.1119,0.00488,,0.20871733,-5847000.0,-4809000.0,-6963000.0,103677000.0,742000.0,72550000.0,31127000.0,0.0,0.0,31127000.0,48425000.0,-18422000.0
UFCS,"United Fire Group, Inc",Financial Services,Insurance—Property & Casualty,USD,United States,538910976,44.622917611989735,,,519759936,538910976.0,-0.03494,-0.026819998,-0.04338,-0.0081,,0.8355531,12077000.0,-38023000.0,-29188000.0,3051779000.0,0.0,2406842000.0,644937000.0,0.0,0.0,644937000.0,0.0,644937000.0
UFI,"Unifi, Inc. New",Consumer Cyclical,Textile Manufacturing,USD,United States,117033240,,,,214458272,214458240.0,0.01219,-0.08884,-0.15851,-0.04595,,0.38299638,-48205000.0,-45261000.0,-51780000.0,516261000.0,51515000.0,211232000.0,305029000.0,0.0,0.0,433919000.0,148940000.0,208613000.0
UFPI,"UFP Industries, Inc.",Basic Materials,Lumber & Wood Production,USD,United States,7305001472,9.483268564878616,0.10544887484295347,13.854631,6732765696,6585589472.0,0.19457,0.07143,0.19972,0.11156999,0.15903721570193727,2.5022233,694443000.0,694443000.0,543454000.0,4020132000.0,994259000.0,1051178000.0,2968954000.0,0.0,0.0,3242262000.0,274847000.0,1919002000.0
UFPT,"UFP Technologies, Inc.",Healthcare,Medical Devices,USD,United States,1217397120,21.24469354946748,0.04668197514059296,29.512962,1268648448,1268648120.0,0.28059,0.10717,0.1676,0.09471,0.33220211584415,4.4694037,59716000.0,59223000.0,41778000.0,399810000.0,6376000.0,127427000.0,272383000.0,0.0,0.0,311383000.0,57627000.0,83879000.0
UG,"United-Guardian, Inc.",Consumer Defensive,Household & Personal Products,USD,United States,36249184,10.378690647434361,0.09635126760880984,14.345454,28204198,28204206.0,0.47573003,0.22851999,0.24422,0.14243001,0.13069264561434288,3.4037962,2717511.0,2717511.0,2523136.0,12172773.0,8044978.0,1521630.0,10651143.0,0.0,0.0,10651143.0,0.0,10142001.0
UGI,UGI Corporation,Utilities,Utilities—Regulated Gas,USD,United States,5226925568,,,,12871944192,12258925568.0,0.22301,-0.16823,-0.28697002,-0.02396,,1.2388898,-1466000000.0,-1458000000.0,-1502000000.0,15243000000.0,260000000.0,10870000000.0,4364000000.0,167000000.0,9000000.0,10943000000.0,7116000000.0,-48000000.0
UGIC,UGI Corporation Corporate,Utilities,Utilities—Regulated Gas,USD,United States,0,,,8.513302,20230232064,7032000000.0,0.22301,-0.16823,-0.28697002,-0.02396,,2.9713492,-1466000000.0,-1458000000.0,-1502000000.0,15243000000.0,260000000.0,10870000000.0,4364000000.0,167000000.0,9000000.0,10943000000.0,7116000000.0,-48000000.0
UGP,Ultrapar Participacoes S.A. (Ne,Energy,Oil & Gas Refining & Marketing,BRL,Brazil,6057508352,9.056895574635453,0.13088233814966416,13.9,14266166272,7741113669.84698,0.060110003,0.01682,0.18264,0.054109998,0.09897002989469458,0.4769257,854720428.87704,1013175056.9919001,443718245.00916004,7467550069.19724,1281126923.94456,4751309512.07022,2605094306.7316203,0.0,111146250.3954,4671568317.60762,2853585991.39614,8096823000.0
UGRO,"urban-gro, Inc.",Industrials,Farm & Heavy Construction Machinery,USD,United States,19723314,,,,19182210,19182244.0,0.15951,-0.24555,-0.58824,-0.15998,,0.8164252,-14983044.0,-18178340.0,-18137375.0,58639324.0,4770430.0,34477127.0,24162197.0,0.0,0.0,24162197.0,4229360.0,2813668.0
UHAL,U-Haul Holding Company,Industrials,Rental & Leasing Services,USD,United States,12785652736,13.813364333323104,0.0730298109581468,17.861704,17336940544,17106000736.0,0.31324,0.13297,0.11468001,0.04216,0.1528490347095417,1.8334699,1238366000.0,1249248000.0,767327000.0,19021450000.0,2145131000.0,11991072000.0,7030378000.0,0.0,0.0,11723216000.0,6465479000.0,1142706000.0
UHG,"United Homes Group, Inc",Consumer Cyclical,Residential Construction,USD,United States,425051008,21.32101061003522,0.046902091945366195,2.097852,474301248,474301488.0,0.13819,0.48266998,4.6876097,0.07821,0.11958047743212478,12.24234,22245732.0,22245732.0,202597521.0,256823045.0,81243705.0,222095517.0,34727528.0,0.0,0.0,102302236.0,130494185.0,151303942.0
UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities,USD,United States,10489348096,14.32628908372069,0.06809964993104128,16.161934,15840715776,15838701096.0,0.39179,0.04822,0.111490004,0.05335,0.3698963538489132,1.7298429,1105569000.0,1078610000.0,676237000.0,13873470000.0,80768000.0,7762268000.0,6064915000.0,0.0,46287000.0,10860989000.0,5383834000.0,763186000.0
UHT,Universal Health Realty Income ,Real Estate,REIT—Healthcare Facilities,USD,United States,580980672,29.582529507580503,0.035075452173775445,33.357143,933894912,944392672.0,0.94547,0.18055001,0.07856,0.03402,-1.1547847306954855,2.762587,31924000.0,33125000.0,17438000.0,607883000.0,8359000.0,397575000.0,210308000.0,0.0,0.0,249627000.0,371771000.0,-229343000.0
UI,Ubiquiti Inc.,Technology,Communication Equipment,USD,United States,7785715712,15.937411318768097,0.06274544717449737,19.368422,8779198464,8779202712.0,0.40578997,0.21108,,0.29611,0.7372542563884305,,550855000.0,550855000.0,402209000.0,1388135000.0,108568000.0,1451199000.0,-63064000.0,0.0,0.0,944193000.0,1102055000.0,815571000.0
UIS,Unisys Corporation New,Technology,Information Technology Services,USD,United States,454821440,7.574444390832328,,,627921152,627921440.0,0.28951,-0.12751001,,0.029040001,,,82900000.0,-150500000.0,-256900000.0,1970900000.0,385000000.0,1964700000.0,-32400000.0,0.0,38600000.0,454600000.0,519500000.0,251900000.0
UK,Ucommune International Ltd,Real Estate,Real Estate Services,CNY,China,2148751,,,,224042752,31902588.22046,-0.01134,-0.15915,-1.33616,-0.09165,,0.10034716,-28465331.03066,-28465331.03066,-40894859.02108,105083358.1787,8773339.09908,100515540.64252,3002261.48446,0.0,1565556.05172,3002261.48446,36961620.26782,-273765000.0
UKOMW,Ucommune International Ltd,Real Estate,Real Estate Services,CNY,China,0,,,,,29753837.22046,-0.01134,-0.15915,-1.33616,-0.09165,,,-28465331.03066,-28465331.03066,-40894859.02108,105083358.1787,8773339.09908,100515540.64252,3002261.48446,0.0,1565556.05172,3002261.48446,36961620.26782,-273765000.0
UL,Unilever PLC,Consumer Defensive,Household & Personal Products,EUR,United Kingdom,121920479232,10.026478262870265,0.10344529520002022,13.658263,149669396480,117907663064.0,0.4102,0.13609,0.39900002,0.07604,-0.4373068339171829,6.368029,11759628852.0,12196993012.0,8355842276.8,85733216053.6,6925661473.6,61764566675.2,21055804072.8,0.0,2912845305.6,21055804072.8,0.0,-5251000000.0
ULBI,Ultralife Corporation,Industrials,Electrical Equipment & Parts,USD,United States,105802144,20.32188383253351,0.05083663270652571,25.9,124607232,122805144.0,0.23923999,0.0273,0.03451,0.02499,0.04723104857013164,0.86831164,6043000.0,6243000.0,4100000.0,176109000.0,9223000.0,54351000.0,121640000.0,0.0,118000.0,145748000.0,26108000.0,63167000.0
ULCC,"Frontier Group Holdings, Inc.",Industrials,Airlines,USD,United States,1118583808,79.51216266666667,0.020437124906441985,16.32258,3816582400,3816583808.0,0.1121,0.01831,0.13081999,-0.014839999,-0.325,2.0678382,48000000.0,78000000.0,66000000.0,4935000000.0,640000000.0,4394000000.0,541000000.0,0.0,0.0,761000000.0,3338000000.0,-753000000.0
ULH,"Universal Logistics Holdings, I",Industrials,Trucking,USD,United States,733854848,6.856667260121115,0.147995653986278,6.9974937,1192753536,1093761848.0,0.19865,0.06066,0.22684,0.08111,0.237250872806259,1.4385079,159518000.0,161872000.0,104935000.0,1259276000.0,27302000.0,749121000.0,510155000.0,0.0,0.0,897364000.0,387209000.0,172127000.0
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,USD,United States,22878294016,15.392361176923734,0.06496729049596384,19.12013,24856424448,24856416016.0,0.4282,0.11373,0.6264,0.18402,0.5433227171149008,11.300823,1614854000.0,1614854000.0,1237387000.0,5595008000.0,121811000.0,3566466000.0,2028542000.0,0.0,0.0,2028542000.0,2099933000.0,955101000.0
UMBF,UMB Financial Corporation,Financial Services,Banks—Regional,USD,United States,3945554176,4.920088449298981,0.2032483786226406,10.436458,7582171648,2617541176.0,0.0,0.26868,0.14231,0.0095999995,0.09976067309309634,1.4057232,532011000.0,,379274000.0,41464682000.0,4010781000.0,38658023000.0,2806659000.0,0.0,0.0,3189427000.0,2682768000.0,2806659000.0
UMC,United Microelectronics Corpora,Technology,Semiconductors,TWD,Taiwan,20537309184,8.21593727935561,0.14601863561520825,9.000001,40748191744,18181187604.90264,0.37832,0.29371,0.2094,0.08068,0.019186748946553735,0.28962708,2212917039.9811797,2654792207.9320197,2157726718.18752,17661013857.33336,4706783540.26392,6365620421.14302,11284454321.35578,0.0,10939114.83456,12878003007.59874,2339722846.332,127209984000.0
UMH,"UMH Properties, Inc.",Real Estate,REIT—Residential,USD,United States,976052032,58.580306060700586,0.017308599266530295,,1909042688,1878026032.0,0.52891,0.0014300001,0.00043000001,0.01554,0.038679016282645015,2.45532,32059000.0,32506000.0,421000.0,1392884000.0,66262000.0,715137000.0,675623000.0,279482000.0,2124000.0,1362253000.0,686630000.0,164781000.0
UNB,"Union Bankshares, Inc.",Financial Services,Banks—Regional,USD,United States,141571776,15.076721715747361,0.06632741645390446,12.22179,212731744,229874776.0,0.0,0.24017,0.23546,0.008640001,0.15480445112293384,2.8753204,15247000.0,,11652000.0,1395628000.0,18623000.0,1346382000.0,49246000.0,0.0,0.0,156172000.0,106926000.0,49246000.0
UNCY,"Unicycive Therapeutics, Inc.",Healthcare,Biotechnology,USD,United States,29193696,,,,15758697,15758696.0,1.0,0.0,-6.96625,-0.83502,,8.571428,-19787000.0,-28009000.0,-28074000.0,19442000.0,14345000.0,16008000.0,3434000.0,44000.0,0.0,3434000.0,866000.0,3113000.0
UNF,Unifirst Corporation,Industrials,Specialty Business Services,USD,United States,3021381888,20.93183801509887,0.04777411325649783,27.016722,2999996672,2999992888.0,0.33861,0.049039997,0.05627,0.036199998,0.07734337941384552,1.4822562,143322000.0,143322000.0,112042000.0,2602052000.0,88774000.0,561879000.0,2040173000.0,0.0,0.0,2040173000.0,67385000.0,600153000.0
UNFI,"United Natural Foods, Inc.",Consumer Defensive,Food Distribution,USD,United States,911318720,47.52466723404255,0.006939285496065971,,4452318208,4467318720.0,0.13419,-0.0026699998,-0.04301,0.00732,0.013152312261349173,0.5363074,94000000.0,31000000.0,-81000000.0,7848000000.0,37000000.0,6149000000.0,1699000000.0,0.0,0.0,3995000000.0,3593000000.0,1380000000.0
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,USD,United States,497036197888,16.499499299366285,0.060607899782656315,23.313667,525794344960,520724197888.0,0.24956,0.06024,0.25299,0.07512,0.4690147124386982,5.8829713,31560000000.0,31560000000.0,21687000000.0,282063000000.0,44097000000.0,188083000000.0,89564000000.0,0.0,4416000000.0,147643000000.0,63369000000.0,-22274000000.0
UNIT,Uniti Group Inc.,Real Estate,REIT—Specialty,USD,United States,1393844480,11.864397824450174,0.05431372808016661,,7043763200,7043762480.0,0.86267,-0.02918,,0.069180004,-0.08726733152064818,,593689000.0,382573000.0,-33496000.0,4981325000.0,34119000.0,7425765000.0,-2446730000.0,0.0,2290000.0,3135327000.0,5681747000.0,-1416271000.0
UNM,Unum Group,Financial Services,Insurance—Life,USD,United States,8940908544,6.570803324751747,0.16466086357117632,7.9170985,10932292608,10719608544.0,0.32044,0.09380999,0.12577,0.01716,0.09344938401020737,0.9294592,1631400000.0,1765100000.0,1232800000.0,59954500000.0,1653100000.0,50336400000.0,9618100000.0,0.0,0.0,13047900000.0,3431800000.0,9618100000.0
UNP,Union Pacific Corporation,Industrials,Railroads,USD,United States,146248663040,19.804738972158027,0.05313235779802453,23.04611,179965542400,179965663040.0,0.52465,0.26367,0.49443,0.085109994,0.8118526065545933,10.442674,9087000000.0,9562000000.0,6365000000.0,66540000000.0,766000000.0,52536000000.0,14004000000.0,0.0,0.0,45157000000.0,34483000000.0,-1491000000.0
UNTY,"Unity Bancorp, Inc.",Financial Services,Banks—Regional,USD,United States,287348480,10.206364714805234,0.09797807818384263,7.518421,523557824,524821480.0,0.0,0.39835998,0.16532,0.01627,0.10217743794361472,1.1450442,51421000.0,,39893000.0,2563006000.0,161447000.0,2310622000.0,252384000.0,0.0,0.0,651304000.0,398920000.0,252384000.0
